HCPCS,MOD,DESCRIPTION,WORK RVU
G9744,,Pt not eli d/t act dig htn,0.00
G9745,,Doc rsn no hbp scrn or f/u,0.00
G9746,,"Mit sten, valve or trans af",0.00
G9752,,Urgent surgery,0.00
G9753,,"Doc no dicom, ct other fac",0.00
G9754,,Incid pulm nodule,0.00
G9755,,Doc med rsn no fllw up,0.00
G9756,,Surg proc w/silicone oil,0.00
G9757,,Surg proc w/silicone oil,0.00
G9758,,Pt in hos,0.00
G9761,,Pt w/hosp anytime msmt per,0.00
G9762,,Pt had >= 2-3 hpv vaccines,0.00
G9763,,Pt not have 2-3 hpv vaccines,0.00
G9764,,Pt treatd w/oral syst or bio,0.00
G9765,,Doc pat declined therapy,0.00
G9766,,Cva stroke dx tx transf fac,0.00
G9767,,Hosp new dx cva consid evst,0.00
G9768,,Pt w/hosp anytime msmt per,0.00
G9769,,Bn den 2yr/got ost med/ther,0.00
G9770,,Perip nerve block,0.00
G9771,,"Anes end, 1 temp >35.5(95.9)",0.00
G9772,,Doc med rsn no temp >= 35.5,0.00
G9773,,1 bod temp >=35.5,0.00
G9775,,Recd 2 anti-emet pre/intraop,0.00
G9776,,Doc med rsn no proph antiem,0.00
G9777,,Pt no antiemet pre/intraop,0.00
G9779,,Pts breastfeeding,0.00
G9780,,Pts dx w/rhabdomyolysis,0.00
G9781,,Doc rsn no statin,0.00
G9782,,Hx dx fam/pure hypercholes,0.00
G9784,,Path/derm prov 2nd biop opin,0.00
G9785,,Path report sent,0.00
G9786,,Path report not sent,0.00
G9787,,Pt alive,0.00
G9788,,Most rct bp </= 140/90,0.00
G9789,,"Record bp ip, er, urg/self",0.00
G9790,,Most rct bp >/= 140/90,0.00
G9791,,Most rct tob stat free,0.00
G9792,,Most rct tob stat not free,0.00
G9793,,Pt on daily asa/antiplat,0.00
G9794,,Doc med rsn no daily aspirin,0.00
G9795,,Pt no daily asa/antiplat,0.00
G9796,,Pt not currently on statin,0.00
G9797,,Pt currently on statin,0.00
G9805,,Pt w/hosp anytime msmt per,0.00
G9806,,Pt recd cerv cyto/hpv,0.00
G9807,,Pt no recd cerv cyto/hpv,0.00
G9812,,Pt died during inpt/30d aft,0.00
G9813,,Pt not died w/in 30d of proc,0.00
G9818,,Doc sex activity,0.00
G9819,,Pt w/hosp anytime msmt per,0.00
G9820,,Doc chlam scr test w/follow,0.00
G9821,,No doc chlam scr ts w/follow,0.00
G9822,,Endo abl proc yr prev ind dt,0.00
G9823,,Endo smpl/hyst bx res doc,0.00
G9824,,Endo smpl/hyst bx res no doc,0.00
G9830,,Her-2 pos,0.00
G9831,,Ajcc stg brt ca dx ii or iii,0.00
G9832,,"Brt ca dx i, no t1/t1a/t1b",0.00
G9838,,Pt met dis at dx,0.00
G9839,,Anti-egfr mon anti ther,0.00
G9840,,Gene testing performed,0.00
G9841,,Gene testing not performed,0.00
G9842,,Pt met dis at dx,0.00
G9843,,Kras or nras gene mutation,0.00
G9844,,Pt no recd anti-egfr ther,0.00
G9845,,Pt recd anti-egfr ther,0.00
G9846,,Pt died from cancer,0.00
G9847,,Pt recd chemo last 14d life,0.00
G9848,,Pt no chemo last 14d life,0.00
G9858,,Pt enroll hospice,0.00
G9859,,Pt died from cancer,0.00
G9860,,Pt less 3d hospice,0.00
G9861,,Pt more than 3d hospice,0.00
G9862,,Doc rsn no 10 yr follow,0.00
G9868,,Cmmi asyntelehealth <10min,0.80
G9869,,Cmmi asyntelehealth 10-20min,1.07
G9870,,Cmmi asyntelehealth >20min,1.34
G9873,,1 em core session,0.00
G9874,,4 em core sessions,0.00
G9875,,9 em core sessions,0.00
G9876,,2 em core ms mo 7-9 no wl,0.00
G9877,,2 em core ms mo 10-12 no wl,0.00
G9878,,2 em core ms mo 7-9 wl,0.00
G9879,,2 em core ms mo 10-12 wl,0.00
G9880,,Em 5 percent wl,0.00
G9881,,Em 9 percent wl,0.00
G9882,,2 em ongoing ms mo 13-15 wl,0.00
G9883,,2 em ongoing ms mo 16-18 wl,0.00
G9884,,2 em ongoing ms mo 19-21 wl,0.00
G9885,,2 em ongoing ms mo 22-24 wl,0.00
G9886,,In-person attendance g code,0.00
G9887,,Distance learning attendance,0.00
G9888,,5% wl maintnd from bsline wt,0.00
G9890,,Em bridge payment,0.00
G9891,,Em session reporting,0.00
G9894,,Adr dep thrpy prescribed,0.00
G9895,,Doc med rsn no adr dep thrpy,0.00
G9896,,Doc pt rsn no adr dep thrpy,0.00
G9897,,Pt nt prsc adr dep thrpy rng,0.00
G9898,,Pt 66+ snp or ltc pos > 90d,0.00
G9899,,Scrn mam perf rslts doc,0.00
G9900,,Scrn mam perf rslts not doc,0.00
G9901,,Pt 66+ snp or ltc pos > 90d,0.00
G9902,,Pt scrn tbco and id as user,0.00
G9903,,Pt scrn tbco id as non user,0.00
G9905,,No pt tbco scrn rng,0.00
G9906,,Pt recv tbco cess interv,0.00
G9908,,No pt tbco cess interv rng,0.00
G9910,,Pt 66+ snp or ltc pos > 90d,0.00
G9911,,Node neg pre/post syst ther,0.00
G9912,,Hbv status assesed and int,0.00
G9913,,No hbv status assesd and int,0.00
G9914,,Pt initiated anti-tnf agent,0.00
G9915,,No documntd hbv results rcd,0.00
G9916,,Funct status past 12 months,0.00
G9917,,Adv dem crgvr limited,0.00
G9918,,"No funct stat perf, rsn nos",0.00
G9919,,Scrn nd pos nd prov of rec,0.00
G9920,,Scrning perf and negative,0.00
G9922,,Sfty cncrns scrn nd mit recs,0.00
G9923,,Safty cncrns scrn and neg,0.00
G9925,,No scrn prov rsn nos,0.00
G9926,,Sfty cncrns scrn but no recs,0.00
G9928,,No warf or fda drug presc,0.00
G9929,,Trs/rev af,0.00
G9930,,Com care,0.00
G9931,,No chad or chad scr 0 or 1,0.00
G9938,,Pt 66+ snp or ltc pos > 90d,0.00
G9939,,Same path/derm perf biopsy,0.00
G9940,,Doc reas no statin therapy,0.00
G9943,,Bk pn nt msr vas scl pre/pst,0.00
G9945,,Pt w/cancer scoliosis,0.00
G9946,,Bk pain no vas,0.00
G9949,,Leg pain no vas,0.00
G9954,,Pt >2 rsk fac post-op vomit,0.00
G9955,,Inhlnt anesth only for induc,0.00
G9956,,Combo thrpy of >= 2 prophly,0.00
G9957,,Doc med rsn no combo thrpy,0.00
G9958,,No combo prohpyl thrp for pt,0.00
G9959,,Systemic antimicro not presc,0.00
G9960,,Med rsn sys antimi nt rx,0.00
G9961,,Systemic antimicro presc,0.00
G9962,,Embolization doc separatly,0.00
G9963,,Embolization not doc separat,0.00
G9964,,Pt recv >=1 well-chld visit,0.00
G9965,,No well-chld vist recv by pt,0.00
G9968,,Pt refrd 2 pvdr/spclst in pp,0.00
G9969,,Pvdr rfrd pt rprt rcvd,0.00
G9970,,Pvdr rfrd pt no rprt rcvd,0.00
G9978,,Remote e/m new pt 10mins,0.48
G9979,,Remote e/m new pt 20mins,0.93
G9980,,Remote e/m new pt 30 mins,1.42
G9981,,Remote e/m new pt 45mins,2.43
G9982,,Remote e/m new pt 60mins,3.17
G9983,,Remote e/m est. pt 10mins,0.48
G9984,,Remote e/m est. pt  15mins,0.97
G9985,,Remote e/m est. pt 25mins,1.50
G9986,,Remote e/m est. pt 40mins,2.11
G9987,,Bpci advanced in home visit,0.18
G9988,,Pall serv during meas,0.00
G9992,,Pall serv during meas,0.00
G9993,,Pall serv during meas,0.00
G9994,,Pall serv during meas,0.00
G9996,,Doc pt pal or hospice,0.00
G9997,,Doc pt preg dur msrmt pd,0.00
G9998,,Doc med rsn <3 colon,0.00
G9999,,Doc sys rsn <3 colon,0.00
H0001,,Alcohol and/or drug assess,0.00
H0002,,Alcohol and/or drug screenin,0.00
H0003,,Alcohol and/or drug screenin,0.00
H0004,,Alcohol and/or drug services,0.00
H0005,,Alcohol and/or drug services,0.00
H0006,,Alcohol and/or drug services,0.00
H0007,,Alcohol and/or drug services,0.00
H0008,,Alcohol and/or drug services,0.00
H0009,,Alcohol and/or drug services,0.00
H0010,,Alcohol and/or drug services,0.00
H0011,,Alcohol and/or drug services,0.00
H0012,,Alcohol and/or drug services,0.00
H0013,,Alcohol and/or drug services,0.00
H0014,,Alcohol and/or drug services,0.00
H0015,,Alcohol and/or drug services,0.00
H0016,,Alcohol and/or drug services,0.00
H0017,,Alcohol and/or drug services,0.00
H0018,,Alcohol and/or drug services,0.00
H0019,,Alcohol and/or drug services,0.00
H0020,,Alcohol and/or drug services,0.00
H0021,,Alcohol and/or drug training,0.00
H0022,,Alcohol and/or drug interven,0.00
H0023,,Alcohol and/or drug outreach,0.00
H0024,,Alcohol and/or drug preventi,0.00
H0025,,Alcohol and/or drug preventi,0.00
H0026,,Alcohol and/or drug preventi,0.00
H0027,,Alcohol and/or drug preventi,0.00
H0028,,Alcohol and/or drug preventi,0.00
H0029,,Alcohol and/or drug preventi,0.00
H0030,,Alcohol and/or drug hotline,0.00
H0031,,Mh health assess by non-md,0.00
H0032,,Mh svc plan dev by non-md,0.00
H0033,,Oral med adm direct observe,0.00
H0034,,Med trng & support per 15min,0.00
H0035,,Mh partial hosp tx under 24h,0.00
H0036,,Comm psy face-face per 15min,0.00
H0037,,Comm psy sup tx pgm per diem,0.00
H0038,,Self-help/peer svc per 15min,0.00
H0039,,Asser com tx face-face/15min,0.00
H0040,,Assert comm tx pgm per diem,0.00
H0041,,Fos c chld non-ther per diem,0.00
H0042,,Fos c chld non-ther per mon,0.00
H0043,,"Supported housing, per diem",0.00
H0044,,"Supported housing, per month",0.00
H0045,,Respite not-in-home per diem,0.00
H0046,,"Mental health service, nos",0.00
H0047,,Alcohol/drug abuse svc nos,0.00
H0048,,Spec coll non-blood:a/d test,0.00
H0049,,Alcohol/drug screening,0.00
H0050,,Alcohol/drug service 15 min,0.00
H0051,,Traditional healing service,0.00
H0052,,Mmip mental health and care,0.00
H0053,,Ht mental health and care,0.00
H1000,,Prenatal care atrisk assessm,0.00
H1001,,Antepartum management,0.00
H1002,,Carecoordination prenatal,0.00
H1003,,Prenatal at risk education,0.00
H1004,,Follow up home visit/prental,0.00
H1005,,Prenatalcare enhanced srv pk,0.00
H1010,,Nonmed family planning ed,0.00
H1011,,Family assessment,0.00
H2000,,Comp multidisipln evaluation,0.00
H2001,,Rehabilitation program 1/2 d,0.00
H2010,,Comprehensive med svc 15 min,0.00
H2011,,"Crisis interven svc, 15 min",0.00
H2012,,"Behav hlth day treat, per hr",0.00
H2013,,"Psych hlth fac svc, per diem",0.00
H2014,,"Skills train and dev, 15 min",0.00
H2015,,"Comp comm supp svc, 15 min",0.00
H2016,,"Comp comm supp svc, per diem",0.00
H2017,,"Psysoc rehab svc, per 15 min",0.00
H2018,,"Psysoc rehab svc, per diem",0.00
H2019,,"Ther behav svc, per 15 min",0.00
H2020,,"Ther behav svc, per diem",0.00
H2021,,"Com wrap-around sv, 15 min",0.00
H2022,,"Com wrap-around sv, per diem",0.00
H2023,,"Supported employ, per 15 min",0.00
H2024,,"Supported employ, per diem",0.00
H2025,,"Supp maint employ, 15 min",0.00
H2026,,"Supp maint employ, per diem",0.00
H2027,,"Psychoed svc, per 15 min",0.00
H2028,,"Sex offend tx svc, 15 min",0.00
H2029,,"Sex offend tx svc, per diem",0.00
H2030,,"Mh clubhouse svc, per 15 min",0.00
H2031,,"Mh clubhouse svc, per diem",0.00
H2032,,"Activity therapy, per 15 min",0.00
H2033,,Multisys ther/juvenile 15min,0.00
H2034,,"A/d halfway house, per diem",0.00
H2035,,"A/d tx program, per hour",0.00
H2036,,"A/d tx program, per diem",0.00
H2037,,"Dev delay prev dp ch, 15 min",0.00
H2038,,Skill train and dev/diem,0.00
H2040,,"Coord specialty care, month",0.00
H2041,,Coord special care encounter,0.00
J0120,,Tetracyclin injection,0.00
J0121,,"Inj., omadacycline, 1 mg",0.00
J0122,,"Inj., eravacycline, 1 mg",0.00
J0129,,Abatacept injection,0.00
J0130,,Abciximab injection,0.00
J0131,,"Inj, acetaminophen (nos)",0.00
J0132,,Acetylcysteine injection,0.00
J0133,,Acyclovir injection,0.00
J0134,,Inj acetaminophen -fresenius,0.00
J0136,,"Inj, acetaminophen (b braun)",0.00
J0137,,"Inj, acetaminophen (hikma)",0.00
J0138,,Inj acetaminoph 10mg/ibu 3mg,0.00
J0139,,"Inj, adalimumab, 1 mg",0.00
J0153,,Adenosine inj 1mg,0.00
J0171,,Adrenalin epinephrine inject,0.00
J0172,,"Inj, aducanumab-avwa, 2 mg",0.00
J0173,,"Inj, epinephrine (belcher)",0.00
J0174,,"Inj, lecanemab-irmb, 1 mg",0.00
J0175,,"Inj, donanemab-azbt, 2 mg",0.00
J0177,,"Inj, aflibercept hd, 1 mg",0.00
J0178,,Aflibercept injection,0.00
J0179,,"Inj, brolucizumab-dbll, 1 mg",0.00
J0180,,Agalsidase beta injection,0.00
J0184,,"Inj, amisulpride, 1 mg",0.00
J0185,,"Inj., aprepitant, 1 mg",0.00
J0190,,Inj biperiden lactate/5 mg,0.00
J0200,,Alatrofloxacin mesylate,0.00
J0202,,"Injection, alemtuzumab",0.00
J0205,,Alglucerase injection,0.00
J0206,,Inj allopurinol sodium 1 mg,0.00
J0207,,Amifostine,0.00
J0208,,"Inj, pedmark, 100 mg",0.00
J0209,,"Inj, sod thiosulfate (hope)",0.00
J0210,,Methyldopate hcl injection,0.00
J0211,,"Inj, nithiodote, 3mg / 125mg",0.00
J0215,,Alefacept,0.00
J0216,,"Inj, alfentanil hcl, 500mcg",0.00
J0217,,Inj velmanase alfa-tycv 1 mg,0.00
J0218,,Inj olipudase alfa-rpcp 1mg,0.00
J0219,,Inj aval alfa-nqpt 4mg,0.00
J0220,,Alglucosidase alfa injection,0.00
J0221,,Lumizyme injection,0.00
J0222,,"Inj., patisiran, 0.1 mg",0.00
J0223,,Inj givosiran 0.5 mg,0.00
J0224,,"Inj. lumasiran, 0.5 mg",0.00
J0225,,"Inj, vutrisiran, 1 mg",0.00
J0248,,"Inj, remdesivir, 1 mg",0.00
J0256,,Alpha 1 proteinase inhibitor,0.00
J0257,,Glassia injection,0.00
J0270,,Alprostadil for injection,0.00
J0275,,Alprostadil urethral suppos,0.00
J0278,,Amikacin sulfate injection,0.00
J0280,,Aminophyllin 250 mg inj,0.00
J0282,,Amiodarone hcl,0.00
J0283,,"Inj, amiodarone (nexterone)",0.00
J0285,,Amphotericin b,0.00
J0287,,Amphotericin b lipid complex,0.00
J0288,,Ampho b cholesteryl sulfate,0.00
J0289,,Amphotericin b liposome inj,0.00
J0290,,Ampicillin 500 mg inj,0.00
J0291,,"Inj., plazomicin, 5 mg",0.00
J0295,,Ampicillin sulbactam 1.5 gm,0.00
J0300,,Amobarbital 125 mg inj,0.00
J0330,,Succinycholine chloride inj,0.00
J0348,,Anidulafungin injection,0.00
J0349,,"Inj, rezafungin, 1 mg",0.00
J0350,,Injection anistreplase 30 u,0.00
J0360,,Hydralazine hcl injection,0.00
J0364,,Apomorphine hydrochloride,0.00
J0365,,"Aprotonin, 10,000 kiu",0.00
J0380,,Inj metaraminol bitartrate,0.00
J0390,,Chloroquine injection,0.00
J0391,,"Inj, artesunate, 1mg",0.00
J0395,,Arbutamine hcl injection,0.00
J0400,,Aripiprazole injection,0.00
J0401,,"Inj, abilify maintena, 1 mg",0.00
J0402,,"Inj, abilify asimtufii, 1 mg",0.00
J0456,,Azithromycin,0.00
J0457,,"Injection, aztreonam, 100 mg",0.00
J0461,,Atropine sulfate injection,0.00
J0470,,Dimecaprol injection,0.00
J0475,,Baclofen 10 mg injection,0.00
J0476,,Baclofen intrathecal trial,0.00
J0480,,Basiliximab,0.00
J0485,,Belatacept injection,0.00
J0490,,Belimumab injection,0.00
J0491,,Inj anifrolumab-fnia 1mg,0.00
J0500,,Dicyclomine injection,0.00
J0515,,Inj benztropine mesylate,0.00
J0517,,"Inj., benralizumab, 1 mg",0.00
J0520,,Bethanechol chloride inject,0.00
J0558,,Peng benzathine/procaine inj,0.00
J0561,,Penicillin g benzathine inj,0.00
J0565,,"Inj, bezlotoxumab, 10 mg",0.00
J0567,,"Inj., cerliponase alfa 1 mg",0.00
J0571,,Buprenorphine oral 1mg,0.00
J0572,,Bupren/nal up to 3mg bupreno,0.00
J0573,,Bupren/nal 3.1 to 6mg bupren,0.00
J0574,,Bupren/nal 6.1 to 10mg bupre,0.00
J0575,,Bupren/nal over 10mg bupreno,0.00
J0577,,"Inj, brixadi, 7 days or less",0.00
J0578,,"Inj brixadi, more than 7 day",0.00
J0583,,Bivalirudin,0.00
J0584,,"Injection, burosumab-twza 1m",0.00
J0585,,"Injection,onabotulinumtoxina",0.00
J0586,,Abobotulinumtoxina,0.00
J0587,,"Inj, rimabotulinumtoxinb",0.00
J0588,,Incobotulinumtoxin a,0.00
J0589,,Inj daxibotulinumtoxina-lanm,0.00
J0591,,"Inj deoxycholic acid, 1 mg",0.00
J0592,,Buprenorphine hydrochloride,0.00
J0593,,"Inj., lanadelumab-flyo, 1 mg",0.00
J0594,,Busulfan injection,0.00
J0595,,Butorphanol tartrate 1 mg,0.00
J0596,,"Injection, ruconest",0.00
J0597,,"C-1 esterase, berinert",0.00
J0598,,"C-1 esterase, cinryze",0.00
J0599,,"Inj., haegarda 10 units",0.00
J0600,,Edetate calcium disodium inj,0.00
J0601,,Sevelamer carbonate 20 mg,0.00
J0602,,Sevelamer carbonate pdr 20mg,0.00
J0603,,Sevelamer hydrochloride 20mg,0.00
J0604,,"Cinacalcet, esrd on dialysis",0.00
J0605,,Sucroferric oxyhydroxide 5mg,0.00
J0606,,"Inj, etelcalcetide, 0.1 mg",0.00
J0607,,Lanthanum carbonate oral 5mg,0.00
J0608,,Lanthanum carbonate pwdr 5mg,0.00
J0609,,Ferric citrate orl 3 mg iron,0.00
J0612,,"Inj, calcium gluconate, nos",0.00
J0613,,Calcium glucon (wg critical),0.00
J0615,,"Calcium acetate, oral, 23 mg",0.00
J0620,,Calcium glycer & lact/10 ml,0.00
J0630,,Calcitonin salmon injection,0.00
J0636,,Inj calcitriol per 0.1 mcg,0.00
J0637,,Caspofungin acetate,0.00
J0638,,Canakinumab injection,0.00
J0640,,Leucovorin calcium injection,0.00
J0641,,Inj levoleucovorin nos 0.5mg,0.00
J0642,,"Injection, khapzory, 0.5 mg",0.00
J0650,,"Inj, levothyroxine nos 10mcg",0.00
J0651,,"Inj, levothyroxine, freskabi",0.00
J0652,,"Inj, levothyroxine, hikma",0.00
J0665,,"Inj, bupivacaine, nos, 0.5mg",0.00
J0666,,"Inj, bupivacaine liposome",0.00
J0670,,Inj mepivacaine hcl/10 ml,0.00
J0687,,Inj cefazolin (wg crit care),0.00
J0688,,"Inj cefazolin sodium, hikma",0.00
J0689,,"Inj cefazolin sodium, baxter",0.00
J0690,,Cefazolin sodium injection,0.00
J0691,,Inj lefamulin 1 mg,0.00
J0692,,Cefepime hcl for injection,0.00
J0694,,Cefoxitin sodium injection,0.00
J0695,,Inj ceftolozane tazobactam,0.00
J0696,,Ceftriaxone sodium injection,0.00
J0697,,Sterile cefuroxime injection,0.00
J0698,,Cefotaxime sodium injection,0.00
J0699,,"Inj, cefiderocol, 10 mg",0.00
J0701,,Inj. cefepime hcl (baxter),0.00
J0702,,Betamethasone acet&sod phosp,0.00
J0703,,"Inj, cefepime hcl (b braun)",0.00
J0706,,Caffeine citrate injection,0.00
J0710,,Cephapirin sodium injection,0.00
J0712,,Ceftaroline fosamil inj,0.00
J0713,,Inj ceftazidime per 500 mg,0.00
J0714,,Ceftazidime and avibactam,0.00
J0715,,Ceftizoxime sodium / 500 mg,0.00
J0716,,Centruroides immune f(ab),0.00
J0717,,Certolizumab pegol inj 1mg,0.00
J0720,,Chloramphenicol sodium injec,0.00
J0725,,Chorionic gonadotropin/1000u,0.00
J0735,,Clonidine hydrochloride,0.00
J0736,,"Inj, clindamycin phosp 300mg",0.00
J0737,,"Inj, clindamycin (baxter)",0.00
J0739,,"Hiv prep, inj, cabotegravir",0.00
J0740,,Cidofovir injection,0.00
J0741,,"Inj, cabote rilpivir 2mg 3mg",0.00
J0742,,Inj imip 4 cilas 4 releb 2mg,0.00
J0743,,Cilastatin sodium injection,0.00
J0744,,Ciprofloxacin iv,0.00
J0745,,Inj codeine phosphate /30 mg,0.00
J0750,,"Hiv prep, ftc/tdf 200/300mg",0.00
J0751,,"Hiv prep, ftc/taf 200/25mg",0.00
J0770,,Colistimethate sodium inj,0.00
J0775,,"Collagenase, clost hist inj",0.00
J0780,,Prochlorperazine injection,0.00
J0791,,Inj crizanlizumab-tmca 5mg,0.00
J0795,,Corticorelin ovine triflutal,0.00
J0799,,"Hiv prep, fda approved, noc",0.00
J0801,,Inj. acthar gel to 40 units,0.00
J0802,,"Inj. (ani), up to 40 units",0.00
J0834,,"Inj., cosyntropin, 0.25 mg",0.00
J0840,,Crotalidae poly immune fab,0.00
J0841,,Inj crotalidae im f(ab')2 eq,0.00
J0850,,Cytomegalovirus imm iv /vial,0.00
J0870,,"Injection, imetelstat, 1 mg",0.00
J0872,,Daptomycin (xellia) unrefrig,0.00
J0873,,Inj daptomycin (xellia),0.00
J0874,,"Inj, daptomycin (baxter)",0.00
J0875,,"Injection, dalbavancin",0.00
J0877,,"Inj, daptomycin (hospira)",0.00
J0878,,Daptomycin injection,0.00
J0879,,"Difelikefalin, esrd on dialy",0.00
J0881,,"Darbepoetin alfa, non-esrd",0.00
J0882,,"Darbepoetin alfa, esrd use",0.00
J0883,,Argatroban nonesrd use 1mg,0.00
J0884,,Argatroban esrd dialysis 1mg,0.00
J0885,,"Epoetin alfa, non-esrd",0.00
J0887,,Epoetin beta esrd use,0.00
J0888,,Epoetin beta non esrd,0.00
J0889,,Daprodustat oral 1mg esrd,0.00
J0890,,Peginesatide injection,0.00
J0891,,Argatroban nonesrd (accord),0.00
J0892,,Argatroban dialysis (accord),0.00
J0893,,"Inj, decitabine (sun pharma)",0.00
J0894,,Decitabine injection,0.00
J0895,,Deferoxamine mesylate inj,0.00
J0896,,Inj luspatercept-aamt 0.25mg,0.00
J0897,,Denosumab injection,0.00
J0898,,Argatroban nonesrd (auromed),0.00
J0899,,"Argatroban dialysis, auromed",0.00
J0901,,Vadadustat oral 1mg for esrd,0.00
J0911,,Inst tauro 1.35mg/hep 100u,0.00
J0945,,Brompheniramine maleate inj,0.00
J1000,,Depo-estradiol cypionate inj,0.00
J1010,,"Inj, methylpred acetate 1 mg",0.00
J1050,,Medroxyprogesterone acetate,0.00
J1071,,Inj testosterone cypionate,0.00
J1094,,Inj dexamethasone acetate,0.00
J1095,,"Injection, dexamethasone 9%",0.00
J1096,,Dexametha opth insert 0.1 mg,0.00
J1097,,Phenylep ketorolac opth soln,0.00
J1100,,Dexamethasone sodium phos,0.00
J1105,,"Dexmedetomidine film, 1 mcg",0.00
J1110,,Inj dihydroergotamine mesylt,0.00
J1120,,Acetazolamid sodium injectio,0.00
J1130,,Inj diclofenac sodium 0.5mg,0.00
J1160,,Digoxin injection,0.00
J1162,,Digoxin immune fab (ovine),0.00
J1165,,Phenytoin sodium injection,0.00
J1171,,"Inj, hydromorphone, 0.1 mg",0.00
J1180,,Dyphylline injection,0.00
J1190,,Dexrazoxane hcl injection,0.00
J1200,,Diphenhydramine hcl injectio,0.00
J1201,,Inj. cetirizine hcl 0.5mg,0.00
J1202,,Miglustat oral 65 mg,0.00
J1203,,"Inj, cipaglucosidase, 5 mg",0.00
J1205,,Chlorothiazide sodium inj,0.00
J1212,,Dimethyl sulfoxide 50% 50 ml,0.00
J1230,,Methadone injection,0.00
J1240,,Dimenhydrinate injection,0.00
J1245,,Dipyridamole injection,0.00
J1250,,Inj dobutamine hcl/250 mg,0.00
J1260,,Dolasetron mesylate,0.00
J1265,,Dopamine injection,0.00
J1267,,Doripenem injection,0.00
J1270,,"Injection, doxercalciferol",0.00
J1290,,Ecallantide injection,0.00
J1300,,Eculizumab injection,0.00
J1301,,"Injection, edaravone, 1 mg",0.00
J1302,,"Inj, sutimlimab-jome, 10 mg",0.00
J1303,,"Inj., ravulizumab-cwvz 10 mg",0.00
J1304,,Inj tofersen intrathec 1 mg,0.00
J1305,,"Inj, evinacumab-dgnb, 5mg",0.00
J1306,,"Injection, inclisiran, 1 mg",0.00
J1307,,"Inj, crovalimab-akkz, 10 mg",0.00
J1320,,Amitriptyline injection,0.00
J1322,,"Elosulfase alfa, injection",0.00
J1323,,"Inj, elranatamab-bcmm, 1 mg",0.00
J1324,,Enfuvirtide injection,0.00
J1325,,Epoprostenol injection,0.00
J1327,,Eptifibatide injection,0.00
J1330,,Ergonovine maleate injection,0.00
J1335,,Ertapenem injection,0.00
J1364,,Erythro lactobionate /500 mg,0.00
J1380,,Estradiol valerate 10 mg inj,0.00
J1410,,Inj estrogen conjugate 25 mg,0.00
J1411,,"Inj, hemgenix, per tx dose",0.00
J1412,,Inj roctavian ml 2x10^13vc g,0.00
J1413,,Inj delandistrogene mox rokl,0.00
J1414,,"Inj, beqvez, per tx dose",0.00
J1426,,"Injection, casimersen, 10 mg",0.00
J1427,,Inj. viltolarsen,0.00
J1428,,"Inj, eteplirsen, 10 mg",0.00
J1429,,Inj golodirsen 10 mg,0.00
J1430,,Ethanolamine oleate 100 mg,0.00
J1434,,"Inj, focinvez, 1mg",0.00
J1435,,Injection estrone per 1 mg,0.00
J1436,,Etidronate disodium inj,0.00
J1437,,Inj. fe derisomaltose 10 mg,0.00
J1438,,Etanercept injection,0.00
J1439,,Inj ferric carboxymaltos 1mg,0.00
J1440,,Fecal microbiota jslm 1 ml,0.00
J1442,,Inj filgrastim excl biosimil,0.00
J1443,,Inj ferric pyrophosphate cit,0.00
J1444,,Fe pyro cit pow 0.1 mg iron,0.00
J1445,,Inj triferic avnu 0.1mg iron,0.00
J1447,,Inj tbo filgrastim 1 microg,0.00
J1448,,"Injection, trilaciclib, 1mg",0.00
J1449,,Inj eflapegrastim-xnst 0.1mg,0.00
J1450,,Fluconazole,0.00
J1451,,"Fomepizole, 15 mg",0.00
J1452,,Intraocular fomivirsen na,0.00
J1453,,Fosaprepitant injection,0.00
J1454,,"Inj fosnetupitant, palonoset",0.00
J1455,,Foscarnet sodium injection,0.00
J1456,,"Inj, fosaprepitant (teva)",0.00
J1457,,Gallium nitrate injection,0.00
J1458,,Galsulfase injection,0.00
J1459,,Inj ivig privigen 500 mg,0.00
